Other Flag,Trading symbol,Exact title and class of securities outstanding,CUSIP,Par/stated value,Total shares authorized,Authorized Date,Total shares oustanding,Outstanding Date,Number of shares in the Public Float, Public float Date,Total number of shareholders of Record,Shareholders Date,ID,Submission Year,Submission Year File Number,file,Link
True, N/A, Series A Convertible Super Preferred Stock, N/A, 0.001," 10,000,000 ", 12/31/2019," 186,000 ", 12/31/2019,None,None,None,None,TONR,2021,4,TONR_2021_Annual_4.txt,https://www.otcmarkets.com/otcapi/company/financial-report/301869/content
True,, Preferred Class A,, 001," 1,000,000 "," December 31, 2020"," 1,000,000 "," December 31, 2020",None,None,None,None,TYTN,2021,1,TYTN_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302937/content
True,, Preferred Class A,, 001," 1,000,000 "," December 31, 2019"," 1,000,000 "," December 31, 2019",None,None,None,None,TYTN,2021,2,TYTN_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302933/content
True,, Preferred Class A,, 001," 1,000,000 "," December 31, 2021"," 1,000,000 "," December 31, 2021",None,None,None,None,TYTN,2022,1,TYTN_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/325646/content
True, N/A, Series A Preferred, N/A, 10," 1,000,000 "," November 30, 2019"," 100,000 "," November 30, 2019",None,None,None,None,UBQU,2021,1,UBQU_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/305838/content
True, N/A, Series A Preferred, N/A, 10," 1,000,000 "," November 30, 2020"," 100,000 "," November 30, 2020",None,None,None,None,UBQU,2021,2,UBQU_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/303218/content
True, N/A, Series A Preferred, N/A, 10," 1,000,000 "," November 30,2021"," 100,000 "," November 30,2021",None,None,None,None,UBQU,2022,1,UBQU_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/327361/content
True, N/A, Series A Preferred, N/A, 10," 1,000,000 "," November30, 2022"," 100,000 "," November 30, 2022",None,None,None,None,UBQU,2023,1,UBQU_2023_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/360415/content
True, UNMK, Preferred ‘A”,, 0.001," 10,000,000 "," December 31, 2020"," 2,500,000 "," December 31, 2020",None,None,None,None,UNMK,2021,1,UNMK_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/299280/content
True, UNMK, Preferred ‘A”,, 0.001," 10,000,000 "," December 31, 2019"," 2,500,000 "," December 31, 2019",None,None,None,None,UNMK,2021,2,UNMK_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/299279/content
True, N/A, Series A Preferred Stock, N/A, 0.001," 100,000,000 ", 09/30/2021," 24,150,000 ", 09/30/2021,None,None,None,None,USCS,2021,1,USCS_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/313533/content
True, N/A, Series C Preferred Stock, N/A, 0.001," 20,000,000 ", 09/30/2021," 1,520,000 ", 09/30/2021,None,None,None,None,USCS,2021,1,USCS_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/313533/content
True, N/A, Series A Preferred Stock, N/A, 0.001," 100,000,000 ", 09/30/2020," 24,150,000 ", 09/30/2020,None,None,None,None,USCS,2021,2,USCS_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/297058/content
True, N/A, Series C Preferred Stock, N/A, 0.001," 20,000,000 ", 09/30/2020," 1,520,000 ", 09/30/2020,None,None,None,None,USCS,2021,2,USCS_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/297058/content
True, N/A, Series A Preferred Stock, N/A, 0.001," 100,000,000 ", 09/30/2019," 24,150,000 ", 09/30/2019,None,None,None,None,USCS,2021,3,USCS_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/297057/content
True, N/A, Series C Preferred Stock, N/A, 0.001," 20,000,000 ", 09/30/2019," 1,520,000 ", 09/30/2019,None,None,None,None,USCS,2021,3,USCS_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/297057/content
True, N/A, N/A, N/A, N/A,, N/A,, N/A,None,None,None,None,UTRK,2021,1,UTRK_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/311233/content
True, N/A, N/A, N/A, N/A,, N/A,, N/A,None,None,None,None,UTRK,2021,2,UTRK_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/303845/content
True, N/A, N/A, N/A, N/A,, N/A,, N/A,None,None,None,None,UTRK,2021,3,UTRK_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302808/content
True, N/A, N/A, N/A, N/A, N/A , N/A, NWA , N/A,None,None,None,None,UTRK,2022,1,UTRK_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/327024/content
True, N/A, N/A, N/A, N/A, NWA , N/A, N/A , N/A,None,None,None,None,UTRK,2022,2,UTRK_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/324954/content
True, N/A, N/A, N/A, N/A, N/A , 12/31/2020, N/A , 12/31/2020,None,None,None,None,UVSS,2021,1,UVSS_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/301655/content
True, N/A, N/A, N/A, N/A, N/A , 12/31/2019, N/A , 12/31/2019,None,None,None,None,UVSS,2021,2,UVSS_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/301654/content
True, N/A, Special 2021 Series A Preferred, N/A, $0.001, 100 , 6/30/2022, 100 , 6/30/2022,None,None,None,None,UVSS,2022,1,UVSS_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/339163/content
True, N/A, Special 2021 Series B Preferred, N/A, $0.001, 2 , 6/30/2022, 0 , 6/30/2022,None,None,None,None,UVSS,2022,1,UVSS_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/339163/content
True, N/A, Special 2021 Series A Preferred, N/A, $0.001, 100 , 12/31/2021, 100 , 12/31/2021,None,None,None,None,UVSS,2022,2,UVSS_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/325541/content
True, N/A, Special 2021 Series B Preferred, N/A, 0.001,, 12/31/2021,, 12/31/2021,None,None,None,None,UVSS,2022,2,UVSS_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/325541/content
True, N/A, Special 2021 Series A Preferred, N/A, $0.001, 100 , 12/31/2022, 100 , 12/31/2022,None,None,None,None,UVSS,2023,1,UVSS_2023_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/358636/content
True, N/A, Special 2021 Series B Preferred, N/A, 0.001,, 12/31/2022,, 12/31/2022,None,None,None,None,UVSS,2023,1,UVSS_2023_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/358636/content
True, N/A, Special 2021 Series A Preferred, N/A, $0.001, 100 , 12/31/2022, 100 , 12/31/2022,None,None,None,None,UVSS,2023,2,UVSS_2023_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/358635/content
True, N/A, Special 2021 Series B Preferred, N/A, 0.001,, 12/31/2022,, 12/31/2022,None,None,None,None,UVSS,2023,2,UVSS_2023_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/358635/content
True, N/A, Special 2021 Series A Preferred, N/A, $0.001, 100 , 12/31/2022, 100 , 12/31/2022,None,None,None,None,UVSS,2023,3,UVSS_2023_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/358301/content
True, N/A, Special 2021 Series B Preferred, N/A, 0.001,, 12/31/2022,, 12/31/2022,None,None,None,None,UVSS,2023,3,UVSS_2023_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/358301/content
True, N/A, Preferred**, N/A, $0.001," 10,000,000 "," December 31, 2019", 0 ," December 31, 2019",None,None,None,None,VNTA,2021,1,VNTA_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/309094/content
True, N/A, Preferred**, N/A, $0.001," 10,000,000 "," December 31, 2020", 1 ," December 31, 2020",None,None,None,None,VNTA,2021,2,VNTA_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/309093/content
True, N/A, Preferred**, N/A, $0.001," 10,000,000 "," December 31, 2019", 0 ," December 31, 2019",None,None,None,None,VNTA,2021,3,VNTA_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/303791/content
True, N/A, Preferred**, N/A, $0.001," 10,000,000 "," December 31, 2020", 1 ," December 31, 2020",None,None,None,None,VNTA,2021,4,VNTA_2021_Annual_4.txt,https://www.otcmarkets.com/otcapi/company/financial-report/303789/content
True, N/A, Preferred, N/A, $0.0001," 10,000,000 "," December 31, 2021", 1 ," December 31, 2021",None,None,None,None,VNTA,2022,1,VNTA_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/318263/content
True, N/A, Preferred shares, N/A, $0.0001," 75,000,000 "," June 30, 2021", None ," June 30, 2021",None,None,None,None,WLAN,2021,1,WLAN_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/305712/content
True, N/A, Preferred shares, N/A, $0.0001," 75,000,000 "," December 31, 2020", None ," December 31, 2020",None,None,None,None,WLAN,2021,2,WLAN_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/305706/content
True, N/A, Preferred shares, N/A, $0.0001," 75,000,000 "," December 31, 2019", None ," December 31, 2019",None,None,None,None,WLAN,2021,3,WLAN_2021_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/305703/content
True, N/A, Preferred shares, N/A, $0.0001," 75,000,000 "," June 30, 2021", None ," June 30, 2021",None,None,None,None,WLAN,2021,4,WLAN_2021_Annual_4.txt,https://www.otcmarkets.com/otcapi/company/financial-report/301258/content
True, N/A, Preferred shares, N/A, $0.0001," 75,000,000  "," June 30, 2022", None ," June 30, 2022",None,None,None,None,WLAN,2022,1,WLAN_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/340425/content
True, N/A, Preferred shares, N/A, $0.0001," 75,000,000  "," December 31, 2021", None ," December 31, 2021",None,None,None,None,WLAN,2022,2,WLAN_2022_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/321619/content
True, N/A, N/A, N/A, N/A, N/A  ,, N/A ,,None,None,None,None,WOWU,2021,1,WOWU_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/314199/content
True,,,, N/A, N/A ,, N/A ,,None,None,None,None,WOWU,2021,2,WOWU_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/304796/content
True, N/A, N/A, N/A, N/A, N/A ,, N/A ,,None,None,None,None,WOWU,2022,3,WOWU_2022_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/317779/content
True, N/A, N/A, N/A, N/A, N/A ,, N/A ,,None,None,None,None,WOWU,2022,4,WOWU_2022_Annual_4.txt,https://www.otcmarkets.com/otcapi/company/financial-report/317219/content
True, N/A, N/A, N/A, N/A, N/A , 09/2022, N/A ,,None,None,None,None,WOWU,2023,1,WOWU_2023_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/356825/content
True, N/A, N/A, N/A, N/A, N/A , 09/2022, N/A ,,None,None,None,None,WOWU,2023,2,WOWU_2023_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/356647/content
True, N/A, N/A, N/A, N/A, N/A ,, N/A ,,None,None,None,None,WPUR,2022,1,WPUR_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/349244/content
True, N/A,, N/A,,,,,,None,None,None,None,WTXR,2021,1,WTXR_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/315761/content
True, N/A, Preferred Stock, N/A, $0.001," 10,000,000 "," September 30, 2020", 0 ," September 30, 2020",None,None,None,None,WTXR,2021,2,WTXR_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/302584/content
True, N/A,,,,,,,,None,None,None,None,WTXR,2022,1,WTXR_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/355891/content
True, N/A,,,,,,,,None,None,None,None,WTXR,2023,3,WTXR_2023_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/359420/content
True, N/A, Preferred, N/A, $0.001," 5,000,000 "," December 31, 2019"," 5,000,000 "," December 31, 2019",None,None,None,None,WWDH,2021,1,WWDH_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/306436/content
True, N/A, Preferred, N/A, $0.001," 5,000,000 "," December 31, 2020"," 5,000,000 "," December 31, 2020",None,None,None,None,WWDH,2021,2,WWDH_2021_Annual_2.txt,https://www.otcmarkets.com/otcapi/company/financial-report/306434/content
True, PARSD, Preferred Stock, NA, $0.001," 1,250,000 "," August 17, 2019"," 500,000 "," December 31, 2020",None,None,None,None,WWHC,2021,1,WWHC_2021_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/300868/content
True, PARSD, Preferred Stock, NA, $0.001," 1,250,000 "," August 17, 2019"," 400,000 "," December 31, 2021",None,None,None,None,WWHC,2022,1,WWHC_2022_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/336488/content
True, WWHC, Preferred Stock, NA, $0.001," 1,250,000 "," December 31, 2021"," 500,000 "," December 31, 2021",None,None,None,None,WWHC,2022,3,WWHC_2022_Annual_3.txt,https://www.otcmarkets.com/otcapi/company/financial-report/322753/content
True, N/A, Series A Preferred, N/A, $.001," 32,000,000 ", 12/31/2018," 32,000,000 ", 12/31/2018,None,None,None,None,ZAAG,2019,1,ZAAG_2019_Annual_1.txt,https://www.otcmarkets.com/otcapi/company/financial-report/235740/content
True, n/a, Series A Preferred, n/a, $0.001," 32,000,000 ", 12/31/2019," 32,000,000 ", 12/31/2019,None,None,None,None,ZAAG,2021,4,ZAAG_2021_Annual_4.txt,https://www.otcmarkets.com/otcapi/company/financial-report/268286/content
True, n/a, Series B Preferred, n/a, $0.001,,,,,None,None,None,None,ZAAG,2021,4,ZAAG_2021_Annual_4.txt,https://www.otcmarkets.com/otcapi/company/financial-report/268286/content
